likes,talking_about_count,created_at
19975634,144001,2012-12-16 00:00:44 +0000
19989645,148593,2012-12-17 00:00:30 +0000
20002493,156816,2012-12-18 00:00:43 +0000
20013815,163229,2012-12-19 00:00:30 +0000
20025749,159184,2012-12-20 00:00:25 +0000
20036264,158860,2012-12-21 00:00:43 +0000
20047650,157745,2012-12-22 00:00:31 +0000
20057429,157745,2012-12-23 00:00:18 +0000
20067481,148959,2012-12-24 00:00:17 +0000
20077049,141247,2012-12-25 00:00:15 +0000
20084671,134792,2012-12-26 00:00:29 +0000
20092954,128824,2012-12-27 00:00:27 +0000
20101141,119954,2012-12-28 00:00:39 +0000
20108644,114084,2012-12-29 00:00:26 +0000
20115974,111434,2012-12-30 00:00:25 +0000
20123311,105568,2012-12-31 00:00:35 +0000
20130688,101038,2013-01-01 00:00:27 +0000
20137905,96817,2013-01-02 00:00:39 +0000
20146419,93130,2013-01-03 00:00:24 +0000
20156618,92594,2013-01-04 00:00:42 +0000
20166472,98994,2013-01-05 00:00:22 +0000
20173792,105950,2013-01-06 00:00:36 +0000
20181419,109067,2013-01-07 00:00:41 +0000
20188695,108909,2013-01-08 00:00:40 +0000
20195989,108705,2013-01-09 00:00:41 +0000
20204499,117137,2013-01-10 00:02:22 +0000
20210653,126767,2013-01-11 00:00:36 +0000
20216675,124466,2013-01-12 00:00:22 +0000
20223347,130041,2013-01-13 00:00:19 +0000
20230451,123076,2013-01-14 00:00:21 +0000
20236674,122181,2013-01-15 00:00:21 +0000
20243385,121874,2013-01-16 00:00:19 +0000
20250616,112620,2013-01-17 00:00:18 +0000
20257797,104959,2013-01-18 00:00:20 +0000
20269200,101174,2013-01-19 00:00:18 +0000
20281454,85814,2013-01-20 00:00:37 +0000
20293983,85814,2013-01-21 00:00:18 +0000
20306135,91481,2013-01-22 00:00:15 +0000
20317301,104042,2013-01-23 00:00:34 +0000
20326843,110277,2013-01-24 00:00:22 +0000
20335110,115920,2013-01-25 00:00:35 +0000
20346080,115920,2013-01-26 00:01:02 +0000
20358214,115920,2013-01-27 00:00:58 +0000
20370645,115920,2013-01-28 00:01:02 +0000
20382809,115920,2013-01-29 00:01:08 +0000
20394522,146567,2013-01-30 00:01:15 +0000
20406931,148640,2013-01-31 00:00:59 +0000
20418882,152024,2013-02-01 00:00:56 +0000
20431469,151859,2013-02-02 00:01:09 +0000
20445977,151859,2013-02-03 00:00:52 +0000
20456034,143377,2013-02-04 00:01:15 +0000
20463788,141537,2013-02-05 00:00:55 +0000
20474873,141537,2013-02-06 00:00:54 +0000
20488412,141537,2013-02-07 00:00:57 +0000
20502031,141537,2013-02-08 00:00:58 +0000
20518244,147585,2013-02-09 00:00:48 +0000
20536118,147284,2013-02-10 00:00:49 +0000
20553571,150754,2013-02-11 00:01:03 +0000
20568556,153023,2013-02-12 00:00:47 +0000
20583621,154258,2013-02-13 00:00:53 +0000
20596850,155468,2013-02-14 00:01:09 +0000
20607119,155292,2013-02-15 00:01:13 +0000
20617585,152307,2013-02-16 00:01:08 +0000
20628837,162815,2013-02-17 00:00:57 +0000
20640529,162815,2013-02-18 00:01:05 +0000
20651248,162815,2013-02-19 00:00:54 +0000
20661475,162815,2013-02-20 00:00:56 +0000
20677020,162815,2013-02-21 00:00:56 +0000
20690066,160347,2013-02-22 00:00:56 +0000
20703916,160347,2013-02-23 00:00:55 +0000
20719272,160347,2013-02-24 00:00:50 +0000
20734115,162195,2013-02-25 00:00:55 +0000
20746506,163864,2013-02-26 00:00:53 +0000
20758244,172889,2013-02-27 00:00:51 +0000
20769776,172889,2013-02-28 00:00:56 +0000
20781346,175109,2013-03-01 00:00:56 +0000
20792558,175109,2013-03-02 00:01:00 +0000
20805180,175109,2013-03-03 00:01:04 +0000
20818156,193434,2013-03-04 00:00:53 +0000
20828884,188366,2013-03-05 00:01:00 +0000
20840214,185378,2013-03-06 00:00:50 +0000
20848950,179838,2013-03-07 00:00:41 +0000
20859154,164688,2013-03-08 00:00:37 +0000
20871675,155202,2013-03-09 00:00:41 +0000
20885218,156034,2013-03-10 00:00:44 +0000
20898840,166740,2013-03-11 00:00:40 +0000
20907737,171039,2013-03-12 00:00:42 +0000
20914622,178851,2013-03-13 00:00:57 +0000
20926374,178851,2013-03-14 00:00:41 +0000
20941129,178851,2013-03-15 00:00:42 +0000
20951502,178851,2013-03-16 00:00:54 +0000
20964115,179057,2013-03-17 00:00:54 +0000
20975930,171456,2013-03-18 00:00:59 +0000
20987635,171456,2013-03-19 00:00:40 +0000
21001363,182429,2013-03-20 00:00:56 +0000
21015382,177589,2013-03-21 00:00:53 +0000
21026262,169979,2013-03-22 00:00:51 +0000
21036804,166928,2013-03-23 00:00:32 +0000
21048684,186179,2013-03-24 00:00:46 +0000
21060821,180413,2013-03-25 00:00:39 +0000
21072243,171126,2013-03-26 00:00:35 +0000
21083557,172135,2013-03-27 00:01:00 +0000
21092936,172135,2013-03-28 00:00:34 +0000
21104177,172135,2013-03-29 00:00:52 +0000
21114976,148661,2013-03-30 00:00:49 +0000
21126512,148661,2013-03-31 00:00:36 +0000
21138133,166145,2013-04-01 00:00:31 +0000
21150108,166145,2013-04-02 00:00:38 +0000
21161772,159609,2013-04-03 00:00:34 +0000
21173143,152871,2013-04-04 00:00:49 +0000
21183754,152871,2013-04-05 00:00:36 +0000
21193602,152003,2013-04-06 00:00:50 +0000
21204515,155031,2013-04-07 00:00:33 +0000
21215602,184801,2013-04-08 00:00:39 +0000
21225069,198528,2013-04-09 00:00:54 +0000
21234874,201614,2013-04-10 00:00:53 +0000
21244850,208363,2013-04-11 00:00:35 +0000
21253497,208363,2013-04-12 00:00:36 +0000
21261627,209267,2013-04-13 00:00:52 +0000
21272285,209267,2013-04-14 00:00:51 +0000
21281337,215013,2013-04-15 00:00:37 +0000
21289152,167831,2013-04-16 00:00:39 +0000
21302855,156512,2013-04-17 00:00:34 +0000
21314874,156081,2013-04-18 00:00:54 +0000
21326439,156081,2013-04-19 00:00:28 +0000
21337715,156081,2013-04-20 00:00:38 +0000
21349901,156081,2013-04-21 00:00:34 +0000
21362596,146868,2013-04-22 00:00:48 +0000
21373697,158201,2013-04-23 00:00:47 +0000
21384956,161035,2013-04-24 00:01:03 +0000
21398548,156352,2013-04-25 00:01:00 +0000
21425193,153704,2013-04-26 00:01:01 +0000
21443309,158171,2013-04-27 00:00:54 +0000
21454735,180705,2013-04-28 00:00:38 +0000
21464089,195900,2013-04-29 00:00:47 +0000
21473010,196667,2013-04-30 00:00:57 +0000
21480744,196667,2013-05-01 00:00:37 +0000
21488438,211764,2013-05-02 00:01:04 +0000
21493821,211900,2013-05-03 00:00:54 +0000
21499790,211900,2013-05-04 00:00:53 +0000
21505667,184936,2013-05-05 00:00:46 +0000
21511134,141511,2013-05-06 00:00:29 +0000
21516788,138939,2013-05-07 00:00:57 +0000
21524412,138939,2013-05-08 00:00:55 +0000
21529839,134327,2013-05-09 00:00:40 +0000
21534647,118043,2013-05-10 00:00:57 +0000
21539725,118043,2013-05-11 00:00:26 +0000
21545335,100126,2013-05-12 00:00:50 +0000
21550677,91958,2013-05-13 00:00:53 +0000
21555796,102710,2013-05-14 00:00:53 +0000
21561316,102710,2013-05-15 00:00:42 +0000
21565107,132113,2013-05-16 00:00:51 +0000
21568762,129067,2013-05-17 00:00:38 +0000
21572392,129067,2013-05-18 00:00:47 +0000
21578832,129067,2013-05-19 00:00:33 +0000
21584134,129067,2013-05-20 00:00:44 +0000
21591760,129067,2013-05-21 00:00:48 +0000
21636436,129067,2013-05-22 00:39:05 +0000
21673195,129067,2013-05-23 00:00:34 +0000
21683443,129067,2013-05-24 00:00:37 +0000
21690562,136624,2013-05-25 00:01:00 +0000
21696268,142248,2013-05-26 00:00:31 +0000
21700885,134516,2013-05-27 00:00:36 +0000
21705744,142285,2013-05-28 00:00:37 +0000
21710869,142285,2013-05-29 00:01:11 +0000
21714825,879861,2013-05-30 00:00:53 +0000
21719583,889627,2013-05-31 00:00:28 +0000
21728493,889627,2013-06-01 00:00:34 +0000
21734812,889627,2013-06-02 00:00:42 +0000
21741235,897199,2013-06-03 00:00:32 +0000
21747035,870289,2013-06-04 00:01:04 +0000
21752173,280760,2013-06-05 00:00:59 +0000
21758329,280760,2013-06-06 00:00:41 +0000
21764556,95308,2013-06-07 00:00:59 +0000
21770988,136637,2013-06-08 00:00:29 +0000
21777609,148701,2013-06-09 00:00:27 +0000
21782465,148701,2013-06-10 00:00:54 +0000
21793069,154309,2013-06-11 00:00:27 +0000
21809276,147013,2013-06-12 00:00:35 +0000
21813678,147013,2013-06-13 00:00:33 +0000
21813361,188068,2013-06-14 00:00:25 +0000
21812482,188068,2013-06-15 00:00:28 +0000
21817669,290687,2013-06-16 00:00:26 +0000
21819566,327288,2013-06-17 00:00:28 +0000
21821527,327288,2013-06-18 00:00:33 +0000
21826191,319608,2013-06-19 00:00:31 +0000
21844206,319608,2013-06-20 06:31:47 +0000
21850724,318235,2013-06-21 00:00:36 +0000
21854651,205713,2013-06-22 00:04:43 +0000
21858647,437986,2013-06-23 00:00:36 +0000
21862118,443812,2013-06-24 00:00:29 +0000
21864775,440081,2013-06-25 00:00:24 +0000
21868235,440081,2013-06-26 00:00:38 +0000
21870626,440081,2013-06-27 00:00:28 +0000
21875834,399258,2013-06-28 00:00:33 +0000
21879277,383131,2013-06-29 00:00:32 +0000
21882243,383131,2013-06-30 00:00:41 +0000
21885456,112200,2013-07-01 00:00:27 +0000
21889464,114887,2013-07-02 00:00:31 +0000
21893362,115117,2013-07-03 00:00:21 +0000
21895785,117080,2013-07-04 00:00:27 +0000
21898748,112853,2013-07-05 00:00:34 +0000
21901586,121665,2013-07-06 00:00:29 +0000
21905388,168731,2013-07-07 00:00:31 +0000
21908915,174618,2013-07-08 00:00:36 +0000
21913018,177113,2013-07-09 00:00:32 +0000
21915702,177882,2013-07-10 00:00:32 +0000
21918451,177839,2013-07-11 00:00:32 +0000
21921304,183094,2013-07-12 00:00:48 +0000
21924443,163936,2013-07-13 00:00:37 +0000
21927752,105352,2013-07-14 00:00:34 +0000
21931129,84299,2013-07-15 00:00:30 +0000
21934198,77341,2013-07-16 00:00:41 +0000
21936497,77341,2013-07-17 00:00:48 +0000
21936712,77977,2013-07-18 00:00:41 +0000
21937412,74421,2013-07-19 00:00:50 +0000
21939108,70989,2013-07-20 00:02:14 +0000
21941933,75740,2013-07-21 00:01:44 +0000
21943315,75740,2013-07-22 00:01:43 +0000
21944835,102618,2013-07-23 00:01:43 +0000
21947578,124092,2013-07-24 00:01:50 +0000
21949404,134425,2013-07-25 00:01:34 +0000
21951682,134425,2013-07-26 00:01:45 +0000
21954050,157923,2013-07-27 00:01:40 +0000
21954994,157923,2013-07-28 00:01:47 +0000
21957188,157923,2013-07-29 00:01:52 +0000
21959432,157923,2013-07-30 00:01:59 +0000
21961454,157923,2013-07-31 00:01:37 +0000
21963896,91447,2013-08-01 00:01:34 +0000
21967998,91447,2013-08-02 00:01:50 +0000
21972509,95536,2013-08-03 00:01:43 +0000
21977015,84435,2013-08-04 00:01:41 +0000
21980827,92039,2013-08-05 00:01:43 +0000
21984524,100011,2013-08-06 00:01:24 +0000
22001985,107339,2013-08-07 00:01:19 +0000
22036671,135799,2013-08-08 00:01:23 +0000
22041103,147067,2013-08-09 00:01:32 +0000
22047284,147436,2013-08-10 00:01:21 +0000
22049451,171402,2013-08-11 00:01:15 +0000
22051948,170707,2013-08-12 00:01:25 +0000
22053089,212177,2013-08-13 00:01:06 +0000
22055807,225445,2013-08-14 00:01:09 +0000
22058633,225445,2013-08-15 00:01:11 +0000
22061502,234162,2013-08-16 00:01:25 +0000
22064624,239719,2013-08-17 00:01:19 +0000
22067306,219700,2013-08-18 00:01:14 +0000
22069677,222329,2013-08-19 00:01:19 +0000
22072505,187227,2013-08-20 00:01:12 +0000
22080632,174434,2013-08-21 00:01:25 +0000
22083893,157135,2013-08-22 00:01:34 +0000
22086611,152017,2013-08-23 00:01:14 +0000
22089083,152017,2013-08-24 00:01:06 +0000
22092200,152017,2013-08-25 00:01:22 +0000
22094693,152017,2013-08-26 00:01:03 +0000
22097266,152017,2013-08-27 00:01:25 +0000
22099928,148207,2013-08-28 00:01:18 +0000
22104667,166672,2013-08-29 00:01:07 +0000
22108667,154981,2013-08-30 00:01:27 +0000
22112274,153226,2013-08-31 00:01:14 +0000
22114645,163460,2013-09-01 00:01:26 +0000
22117607,150090,2013-09-02 00:01:26 +0000
22120714,147795,2013-09-03 00:01:27 +0000
22123078,128758,2013-09-04 00:01:29 +0000
22126920,128758,2013-09-05 00:01:26 +0000
22134131,116030,2013-09-06 00:01:17 +0000
22135716,116030,2013-09-07 00:01:27 +0000
22137979,174641,2013-09-08 00:01:19 +0000
22139564,176348,2013-09-09 00:01:17 +0000
22140992,176348,2013-09-10 00:01:18 +0000
22143252,191548,2013-09-11 00:01:25 +0000
22146575,194753,2013-09-12 00:01:24 +0000
22149361,207664,2013-09-13 00:01:10 +0000
22152093,208350,2013-09-14 00:01:05 +0000
22154931,140179,2013-09-15 00:01:08 +0000
22157904,114919,2013-09-16 00:01:18 +0000
22159980,143820,2013-09-17 00:01:11 +0000
22162817,143820,2013-09-18 00:01:31 +0000
22166600,143820,2013-09-19 00:01:13 +0000
22169132,125158,2013-09-20 00:01:17 +0000
22172152,125027,2013-09-21 00:01:14 +0000
22180014,138016,2013-09-23 00:01:21 +0000
22182933,138016,2013-09-24 00:01:12 +0000
22186272,112166,2013-09-25 00:01:15 +0000
22189293,114880,2013-09-26 00:01:14 +0000
22192782,111380,2013-09-27 00:01:13 +0000
22198662,112785,2013-09-28 00:01:20 +0000
22205173,118032,2013-09-29 00:01:26 +0000
22208820,123831,2013-09-30 00:01:14 +0000
22211599,132440,2013-10-01 00:01:26 +0000
22213787,133885,2013-10-02 00:01:22 +0000
22218141,139175,2013-10-03 00:01:40 +0000
22227947,138802,2013-10-04 00:01:42 +0000
22231158,138802,2013-10-05 00:01:07 +0000
22234982,168808,2013-10-06 00:01:08 +0000
22238266,168808,2013-10-07 00:01:25 +0000
22240633,155264,2013-10-08 00:01:20 +0000
22243790,155494,2013-10-09 00:01:20 +0000
22246740,145268,2013-10-10 00:01:26 +0000
22250073,143370,2013-10-11 00:00:59 +0000
22254332,143370,2013-10-12 00:01:02 +0000
